user_id,movie_id_ml,rating,rating_timestamp
250,496,4,1997-10-29 02:01:39
271,132,5,1998-01-26 21:04:32
160,174,5,1997-10-14 20:26:47
265,118,4,1997-09-27 00:38:34
198,498,3,1998-01-07 21:11:32
42,96,5,1997-12-02 23:59:38
168,151,5,1998-01-08 19:34:18
110,307,4,1998-02-09 01:21:00
58,144,4,1998-01-09 00:15:36
90,648,4,1998-03-31 22:52:34
271,346,4,1998-01-26 19:53:50
62,21,3,1997-11-12 22:24:20
279,832,3,1997-12-06 02:37:34
237,514,4,1997-11-12 23:17:21
94,789,4,1998-04-04 20:14:47
128,485,3,1997-11-19 19:14:55
298,317,4,1998-01-07 14:20:06
44,195,5,1997-11-01 01:31:14
264,200,5,1998-01-30 01:05:52
194,385,2,1997-11-14 16:24:03
72,195,5,1997-11-20 14:55:02
222,750,5,1998-01-03 08:12:00
250,264,3,1997-10-29 01:39:42
41,265,3,1998-03-23 21:04:02
224,245,3,1998-02-21 17:30:16
82,135,3,1997-11-05 22:40:29
262,1147,4,1997-11-17 18:35:10
293,471,3,1998-03-03 06:01:24
216,658,3,1997-11-23 00:30:29
250,140,3,1997-10-29 02:27:39
59,23,5,1998-02-23 03:41:40
286,379,5,1997-10-22 15:22:51
244,815,4,1997-11-27 04:33:05
7,479,4,1998-03-31 13:46:50
174,368,1,1998-02-02 15:46:42
87,274,4,1997-11-18 18:12:14
194,1211,2,1997-11-14 23:49:40
82,1134,2,1998-01-13 18:00:02
13,836,2,1997-12-14 22:49:06
13,272,4,1998-01-11 17:06:43
244,756,2,1997-11-27 04:32:37
305,427,5,1998-02-01 08:51:30
95,787,2,1998-03-03 19:55:30
43,14,2,1998-01-04 23:15:45
299,955,4,1998-03-10 04:07:03
57,419,3,1998-01-01 23:47:34
84,405,3,1997-12-30 03:26:03
269,504,4,1998-04-01 16:58:42
299,111,3,1997-10-26 15:03:04
194,466,4,1997-11-14 16:44:36
160,135,4,1997-10-14 20:26:47
99,268,3,1998-01-24 21:44:07
10,486,4,1997-10-26 17:27:26
259,117,4,1997-09-20 03:09:48
85,427,3,1997-11-13 21:25:50
303,919,4,1997-11-14 00:28:15
213,273,5,1997-11-07 02:49:47
121,514,3,1998-03-31 23:45:47
90,98,5,1998-03-31 22:26:44
49,559,2,1998-02-21 13:23:25
42,794,3,1997-12-03 00:20:25
155,323,2,1997-11-12 21:47:41
68,117,4,1997-10-16 03:52:19
172,177,4,1997-09-29 12:59:25
19,4,4,1998-01-21 20:00:40
268,231,4,1997-10-01 22:15:36
5,2,3,1997-09-30 16:14:13
305,117,2,1998-02-01 09:07:08
44,294,4,1997-12-31 23:52:36
43,137,4,1997-10-04 14:34:16
279,1336,1,1997-09-26 18:25:53
80,466,5,1998-02-13 20:28:21
254,164,4,1998-02-03 02:26:08
298,281,3,1998-01-07 14:28:56
279,1240,1,1998-04-10 02:13:24
66,298,4,1997-12-31 20:48:44
18,443,3,1997-11-21 16:36:33
268,1035,2,1997-09-29 14:09:34
99,79,4,1998-01-24 22:15:38
13,98,4,1997-12-07 17:16:51
26,258,3,1998-03-31 12:39:09
7,455,4,1998-03-31 14:04:46
222,755,4,1997-10-30 03:51:21
200,673,5,1998-01-06 23:15:54
119,328,4,1997-10-15 13:58:33
213,172,5,1997-11-08 02:17:22
276,322,3,1997-09-20 20:13:12
94,1217,3,1998-04-04 20:51:26
130,379,4,1997-10-02 14:14:22
38,328,4,1998-04-13 00:51:28
160,719,3,1997-10-14 19:39:37
293,1267,3,1998-03-03 06:36:06
26,930,2,1998-03-31 23:13:05
130,216,4,1997-09-25 19:42:25
92,1079,3,1998-02-02 18:17:35
256,452,4,1997-12-15 05:49:59
1,61,4,1997-11-03 07:33:40
72,48,4,1997-11-20 14:38:38
56,755,3,1998-04-18 14:36:47
13,360,4,1997-12-14 23:08:46
15,405,2,1997-11-13 21:19:17
92,77,3,1997-09-30 21:23:57
207,476,2,1998-01-09 22:52:23
292,174,5,1997-12-02 23:31:21
232,483,5,1998-02-27 03:20:22
251,748,2,1998-01-31 18:42:55
224,26,3,1998-02-21 23:35:53
181,220,4,1997-11-08 04:13:12
259,255,4,1997-09-20 03:05:10
305,471,4,1998-02-01 09:00:48
52,280,3,1997-12-24 00:20:06
161,202,5,1998-03-29 11:26:09
148,408,5,1997-10-21 01:56:58
125,235,2,1998-04-17 18:42:39
97,228,5,1998-01-08 05:54:20
58,1098,4,1998-01-09 00:15:36
83,234,4,1998-02-16 21:45:48
90,347,4,1998-03-31 22:28:39
272,178,5,1997-11-13 21:05:13
194,181,3,1997-11-14 15:29:56
125,478,4,1997-11-13 20:57:08
110,688,1,1998-02-09 01:26:45
299,14,4,1997-10-26 14:56:15
151,10,5,1997-11-14 16:28:41
269,127,4,1998-04-01 15:56:05
6,14,5,1997-12-31 20:14:09
54,106,3,1997-12-01 00:58:02
303,69,5,1997-11-14 00:32:22
16,944,1,1997-10-24 21:05:22
301,790,4,1997-12-14 05:50:21
276,1091,3,1997-09-20 22:03:55
305,214,2,1998-02-01 08:51:08
194,1028,2,1997-11-14 20:59:08
91,323,2,1998-04-01 13:46:37
87,554,4,1997-11-18 17:59:00
294,109,4,1997-10-25 22:46:39
286,171,4,1997-10-22 14:49:51
200,318,5,1998-01-06 23:14:18
229,328,1,1998-04-03 19:35:42
178,568,4,1997-12-22 21:35:55
303,842,2,1997-11-14 05:20:04
62,65,4,1997-11-12 22:44:46
207,591,3,1997-10-05 02:30:08
92,172,4,1997-09-30 21:01:11
301,401,4,1997-12-14 05:40:40
36,339,5,1997-12-15 03:46:21
70,746,3,1998-01-07 05:17:37
63,242,3,1997-10-01 23:06:30
28,201,3,1997-12-12 21:21:11
279,68,4,1997-09-26 20:56:47
250,7,4,1997-10-29 01:48:36
14,98,3,1998-03-26 03:02:15
299,1018,3,1998-03-10 03:58:44
194,54,3,1997-11-14 16:44:36
303,815,3,1997-11-14 05:32:12
119,237,5,1997-09-20 17:03:58
295,218,5,1997-11-19 19:08:18
268,930,2,1997-10-01 21:55:42
268,2,2,1997-10-01 22:16:13
66,258,4,1997-12-31 20:44:49
233,202,5,1997-11-13 04:11:04
83,623,4,1997-11-23 18:09:38
214,334,3,1998-04-02 18:42:20
192,476,2,1997-12-06 00:30:43
100,344,4,1998-03-31 20:07:48
268,145,1,1997-10-01 22:21:41
301,56,4,1997-12-14 05:16:27
307,89,5,1997-11-11 21:29:46
234,141,3,1998-04-11 22:43:29
83,576,4,1997-11-23 18:12:35
181,264,2,1997-11-08 04:00:24
297,133,4,1997-09-26 02:14:50
38,153,5,1998-04-13 01:19:29
7,382,4,1998-03-31 13:48:13
264,813,4,1998-01-30 01:15:52
181,872,1,1997-11-08 04:03:34
201,146,1,1998-01-07 02:36:19
85,507,4,1997-11-13 21:23:19
269,367,3,1998-04-01 17:00:23
59,468,3,1998-02-23 03:50:55
286,143,4,1998-03-11 21:25:49
193,96,1,1998-03-05 19:01:47
113,595,5,1997-10-04 03:40:24
292,11,5,1997-12-02 23:08:13
130,1014,3,1997-10-07 18:58:38
275,98,4,1997-09-25 02:39:00
189,520,5,1998-04-22 17:16:20
219,82,1,1998-03-09 14:07:35
218,209,5,1997-10-22 02:49:06
123,427,3,1997-11-18 17:10:20
119,222,5,1997-09-20 17:08:31
158,177,4,1997-11-21 17:46:47
222,118,4,1997-10-22 23:43:22
302,322,2,1997-11-13 16:01:15
279,501,3,1997-09-26 21:20:43
301,79,5,1997-12-14 05:13:23
181,3,2,1997-11-08 04:30:41
201,695,1,1998-01-07 02:28:35
13,198,3,1997-12-07 17:19:53
1,189,3,1998-03-01 06:15:28
145,237,5,1997-09-26 10:42:50
23,385,4,1997-09-20 20:14:22
201,767,4,1998-01-06 19:21:45
296,705,5,1998-01-07 18:19:53
42,546,3,1997-12-02 23:36:57
33,872,3,1998-04-07 15:50:30
301,554,3,1997-12-14 05:53:50
16,64,5,1997-10-24 19:11:37
95,135,3,1997-11-10 21:32:42
154,357,4,1997-11-10 05:11:53
77,484,5,1998-01-13 23:22:46
296,508,5,1998-01-07 18:09:44
302,303,2,1997-11-13 15:59:45
244,673,3,1997-11-27 04:57:47
222,77,4,1997-10-30 03:53:36
13,215,5,1997-12-14 23:03:08
16,705,5,1997-10-24 19:52:16
270,452,4,1997-10-15 22:57:44
145,15,2,1997-09-26 10:44:15
187,64,5,1997-11-14 00:00:31
200,304,5,1997-10-05 08:54:04
170,749,5,1998-02-16 16:22:50
101,829,3,1997-10-18 00:55:38
184,218,3,1998-03-14 21:10:40
128,204,4,1997-11-19 19:24:38
181,1295,1,1997-11-08 04:03:01
184,153,3,1998-03-14 21:34:45
1,33,4,1997-11-03 07:38:19
1,160,4,1997-09-24 03:42:27
184,321,5,1998-03-14 20:22:47
54,595,3,1997-12-01 00:56:53
94,343,4,1998-04-04 21:23:29
128,508,4,1997-11-19 19:29:27
23,323,2,1997-09-20 19:37:46
301,227,3,1997-12-14 05:27:02
301,191,3,1997-12-14 05:01:12
112,903,1,1998-04-13 04:02:52
82,183,3,1997-11-05 22:44:08
222,724,3,1997-10-30 03:26:16
218,430,3,1997-10-22 02:45:16
308,1197,4,1998-02-17 18:18:41
303,134,5,1997-11-14 00:39:19
133,751,3,1998-03-22 17:42:27
215,212,2,1998-04-01 13:01:20
69,256,5,1997-12-14 19:02:36
254,662,4,1998-02-13 05:22:30
276,2,4,1997-09-20 21:53:56
104,984,1,1998-02-25 21:36:15
63,1067,3,1997-10-01 23:11:54
267,410,4,1997-11-08 06:33:05
13,56,5,1997-12-07 17:16:51
240,879,3,1998-01-26 00:49:05
286,237,2,1997-10-02 15:40:00
294,271,5,1998-03-07 03:30:26
90,1086,4,1998-03-31 22:47:04
18,26,4,1997-11-21 16:28:51
92,229,3,1997-09-30 21:50:01
308,649,4,1998-02-17 18:14:52
144,89,3,1998-02-22 00:01:31
191,302,4,1998-04-02 23:37:33
59,951,3,1998-02-23 04:00:09
200,96,5,1998-01-06 23:30:09
16,197,5,1997-10-24 20:49:06
61,678,3,1998-04-11 13:45:09
271,199,4,1998-01-26 21:00:48
271,709,3,1998-01-26 21:15:25
142,169,5,1998-02-28 04:32:36
275,597,3,1997-10-07 04:14:38
222,151,3,1997-10-30 03:28:29
87,40,3,1997-11-18 18:15:17
207,258,4,1997-10-26 15:19:32
272,1393,2,1997-11-13 20:57:43
177,333,4,1997-11-21 16:39:57
207,1115,2,1997-11-16 07:21:46
299,577,3,1998-03-10 04:23:26
271,378,4,1998-01-26 21:17:27
305,425,4,1998-02-01 09:14:46
49,959,2,1998-02-21 13:48:32
94,1224,3,1998-04-04 20:46:42
130,1017,3,1997-09-22 18:44:55
10,175,3,1997-10-26 17:57:57
203,321,3,1997-11-25 04:50:18
191,286,4,1998-04-02 23:47:22
43,323,3,1997-10-04 14:25:10
21,558,5,1997-09-22 18:08:15
197,96,5,1998-04-01 05:50:39
13,344,2,1998-02-21 15:07:15
194,66,3,1997-11-14 17:07:44
234,206,4,1998-04-11 22:42:23
308,402,4,1998-02-17 18:38:20
308,640,4,1998-02-17 17:37:16
269,522,5,1998-04-01 16:22:53
94,265,4,1998-04-04 20:31:29
268,62,3,1997-09-26 21:53:44
272,12,5,1997-11-13 21:07:34
121,291,3,1998-04-01 00:27:57
296,20,5,1998-01-07 18:15:21
134,286,3,1998-04-04 23:25:34
180,462,5,1997-10-22 18:16:58
234,612,3,1998-04-08 23:45:40
104,117,2,1998-02-26 04:06:12
38,758,1,1998-04-13 02:30:26
269,845,1,1998-04-01 18:44:15
7,163,4,1998-03-31 14:10:44
234,1451,3,1998-04-08 23:32:23
275,405,2,1997-10-07 04:14:05
52,250,3,1997-12-24 00:17:41
102,823,3,1998-03-02 01:17:45
13,186,4,1998-03-24 02:03:19
178,731,4,1997-12-22 21:52:12
236,71,3,1998-03-17 06:37:51
256,781,5,1997-12-15 05:54:56
263,176,5,1998-03-30 23:15:52
244,186,3,1997-11-27 04:41:37
279,1181,4,1997-09-26 22:46:41
43,815,4,1998-01-04 23:23:09
83,78,2,1997-11-23 18:18:09
151,197,5,1997-11-14 17:31:50
254,436,2,1998-02-03 02:50:16
109,631,3,1997-11-26 21:22:51
297,716,3,1997-09-26 02:03:42
249,188,4,1997-11-16 00:44:27
144,699,4,1998-02-22 00:08:26
301,604,4,1997-12-14 05:06:34
64,392,3,1998-03-12 21:19:02
92,501,2,1997-09-30 21:07:45
222,97,4,1997-10-30 03:22:19
268,436,3,1997-09-26 21:52:25
293,135,5,1998-03-03 06:12:30
213,173,5,1997-11-08 02:17:22
160,460,2,1997-10-14 20:33:05
13,498,4,1997-12-14 22:51:41
59,715,5,1998-02-23 03:52:01
5,17,4,1997-09-30 16:16:38
125,163,5,1997-11-13 21:02:36
174,315,5,1998-02-02 15:19:09
114,505,3,1997-12-04 18:30:03
213,515,4,1997-11-07 02:41:58
23,196,2,1997-09-20 20:22:06
128,15,4,1997-11-19 19:47:07
239,56,4,1998-03-06 10:17:58
181,279,1,1997-11-08 04:22:35
291,80,4,1997-09-24 07:32:34
250,238,4,1997-10-29 01:52:43
201,649,3,1998-01-06 19:17:55
60,60,5,1997-12-28 16:48:54
181,325,2,1997-11-08 04:03:34
119,407,3,1998-02-09 15:37:45
287,1,5,1997-09-27 04:21:28
216,228,3,1997-11-23 00:40:42
216,531,4,1997-11-22 21:23:30
203,471,4,1997-11-25 05:07:43
92,587,3,1997-09-30 23:00:08
13,892,3,1997-12-22 07:03:44
213,176,4,1997-11-08 02:32:18
286,288,5,1997-10-02 15:37:52
117,1047,2,1997-12-01 20:54:57
99,111,1,1998-01-24 21:54:46
11,558,3,1998-04-06 23:10:14
65,47,2,1997-11-11 02:51:12
295,194,4,1997-11-14 14:23:32
269,217,2,1998-04-01 17:26:50
85,259,2,1997-12-09 22:03:46
250,596,5,1997-10-29 01:52:01
137,144,5,1997-12-06 18:41:29
201,960,2,1998-01-06 18:41:17
257,137,4,1997-12-13 21:52:12
111,328,4,1998-04-04 08:52:19
91,480,4,1998-04-01 13:54:35
215,211,4,1998-04-01 13:10:02
181,938,1,1997-11-08 03:59:46
189,1060,5,1998-04-22 16:58:21
1,20,4,1998-02-14 04:51:23
303,404,4,1997-11-14 00:46:15
299,305,3,1997-11-17 03:28:34
187,210,4,1997-11-13 23:54:02
222,278,2,1997-10-22 23:45:13
214,568,4,1998-04-15 19:23:17
293,770,3,1998-03-03 06:30:55
285,191,4,1998-03-22 19:44:19
303,252,3,1997-11-14 21:59:51
96,156,4,1998-01-10 03:27:40
72,1110,3,1997-11-20 14:48:54
115,1067,4,1997-12-03 17:43:29
7,430,3,1998-03-31 13:49:38
116,350,3,1998-02-08 22:45:26
73,480,4,1998-02-28 00:29:13
269,246,5,1998-04-01 18:57:47
263,419,5,1998-03-30 23:11:54
70,431,3,1998-01-07 05:17:37
221,475,4,1997-09-26 03:23:24
72,182,5,1997-11-20 14:35:15
25,357,4,1998-01-26 22:12:37
290,50,5,1997-11-25 15:59:42
189,526,4,1998-04-22 17:30:05
299,303,3,1997-10-23 14:56:24
264,294,3,1998-01-30 00:51:56
200,365,5,1998-01-06 23:39:22
187,135,4,1997-11-14 00:00:53
184,187,4,1998-03-14 20:57:04
63,289,2,1997-10-01 23:03:05
13,229,4,1997-12-17 22:27:30
298,486,3,1998-01-07 14:24:23
235,185,4,1998-03-11 22:30:35
62,712,4,1997-11-12 23:09:38
246,94,2,1998-01-16 04:05:05
54,742,5,1997-12-01 00:06:46
63,762,3,1997-10-01 23:14:48
11,732,3,1998-04-06 23:16:36
92,168,4,1997-09-30 21:08:43
8,550,3,1997-11-12 19:19:16
307,174,4,1997-11-11 21:24:40
303,200,4,1997-11-14 00:47:39
256,849,2,1997-12-15 05:43:23
72,54,3,1997-11-20 14:40:54
164,406,2,1998-03-09 00:13:09
117,150,4,1997-11-21 15:11:41
224,77,4,1998-02-21 23:31:12
193,869,3,1998-03-05 19:56:51
94,184,2,1998-04-04 20:14:22
281,338,2,1997-12-04 01:54:17
130,109,3,1997-09-22 18:43:14
128,371,1,1997-11-19 19:15:54
94,720,1,1998-04-04 20:59:53
182,845,3,1998-01-24 03:37:47
129,873,1,1997-12-27 17:57:32
254,229,4,1998-02-03 02:56:20
64,381,4,1997-11-12 20:11:31
151,176,2,1997-11-14 16:18:13
45,25,4,1997-12-01 22:06:55
193,879,3,1998-03-05 18:40:57
276,922,4,1998-03-06 09:00:49
276,57,3,1997-09-20 20:32:06
234,187,4,1998-04-08 23:45:40
181,306,1,1997-11-08 04:06:46
21,370,1,1997-09-22 18:01:33
293,249,3,1998-03-03 06:07:09
264,721,5,1998-01-30 01:27:36
10,611,5,1997-10-26 17:25:22
197,346,3,1998-04-01 05:37:50
276,142,3,1997-09-20 22:02:25
308,427,4,1998-02-17 17:29:44
221,943,4,1997-09-26 04:05:59
131,126,4,1998-01-01 19:05:14
268,824,2,1997-10-10 21:22:37
109,8,3,1997-11-26 19:30:42
198,58,3,1998-01-07 21:22:53
230,680,4,1997-11-25 18:58:06
181,741,1,1997-11-08 04:21:58
192,1061,4,1997-12-06 00:41:31
234,448,3,1998-04-11 22:58:21
90,900,4,1998-03-31 22:11:49
193,941,4,1998-03-05 19:08:10
128,603,5,1997-11-19 19:13:59
126,905,2,1998-02-19 02:28:03
244,265,4,1997-11-27 04:57:14
90,289,3,1998-03-31 22:11:50
157,25,3,1998-02-07 22:33:07
305,71,3,1998-02-01 09:01:24
119,382,5,1997-09-20 18:55:42
21,222,2,1997-09-22 18:03:02
231,181,4,1998-02-27 18:47:53
280,508,3,1998-04-04 14:34:13
288,132,3,1998-02-01 23:02:09
279,1497,2,1998-03-24 23:02:56
301,33,4,1997-12-14 05:43:48
72,699,3,1997-11-20 14:39:43
90,259,2,1998-03-31 22:13:12
308,55,3,1998-02-17 18:06:00
59,742,3,1998-02-23 03:04:13
94,744,4,1998-04-04 20:24:22
130,642,4,1997-09-25 19:48:53
26,1015,3,1998-03-31 13:48:56
56,121,5,1998-04-15 22:31:20
82,508,2,1998-01-13 17:57:29
62,12,4,1997-11-12 22:26:53
276,40,3,1997-09-20 21:44:31
181,1015,1,1997-11-08 04:25:21
152,301,3,1997-11-21 21:23:27
178,845,4,1997-12-22 20:58:11
217,597,4,1998-03-05 03:54:47
79,303,4,1998-03-30 15:20:03
138,484,4,1997-11-08 21:22:07
308,81,5,1998-02-17 17:41:33
75,284,2,1998-01-06 01:33:13
269,198,4,1998-04-01 16:11:02
307,94,3,1997-10-17 21:11:35
222,781,3,1997-12-02 10:47:57
121,740,3,1998-04-01 00:29:04
269,22,1,1998-04-01 16:27:52
13,864,4,1997-12-14 23:25:24
230,742,5,1997-11-25 19:10:43
269,507,4,1998-04-01 16:40:00
239,1099,5,1998-03-06 10:14:13
245,1028,5,1998-02-26 17:17:27
56,546,3,1998-04-15 22:31:00
295,961,5,1997-11-14 14:59:16
271,1028,2,1998-01-26 20:55:02
222,812,2,1997-12-02 10:38:37
69,240,3,1997-12-14 19:02:36
10,7,4,1997-10-26 18:56:50
22,376,3,1997-11-07 07:18:32
294,931,3,1998-03-07 03:54:17
82,717,1,1998-01-13 18:01:32
279,399,4,1997-09-26 22:44:19
269,234,1,1998-04-01 16:50:06
6,98,5,1997-12-31 20:38:00
243,1039,4,1997-11-20 01:09:44
298,181,4,1998-01-06 22:27:09
282,325,1,1997-12-09 21:30:44
78,323,1,1997-11-15 22:39:27
118,200,5,1997-09-27 18:24:07
283,1114,5,1997-11-12 01:19:05
171,292,4,1998-03-27 21:40:35
70,217,4,1998-01-07 05:31:59
10,100,5,1997-10-26 18:49:07
245,181,4,1998-02-26 17:21:04
107,333,3,1998-03-30 13:24:27
246,561,1,1998-01-16 04:04:05
13,901,1,1998-01-01 16:04:32
276,70,4,1997-09-20 21:27:06
244,17,2,1997-11-27 05:06:45
189,56,5,1998-04-22 17:14:23
226,242,5,1998-01-04 04:37:51
62,1016,4,1997-11-12 22:16:48
276,417,4,1997-09-20 22:01:47
214,478,4,1998-04-02 19:07:32
306,235,4,1997-10-10 17:25:54
222,26,3,1997-10-30 03:44:03
280,631,5,1998-04-04 14:39:11
60,430,5,1997-12-28 16:22:02
56,71,4,1998-04-15 23:34:35
42,274,5,1997-12-02 23:36:57
1,202,5,1997-09-24 03:40:42
13,809,4,1997-12-17 22:26:22
173,289,4,1997-10-22 21:49:48
15,749,1,1997-11-13 21:08:31
185,23,4,1997-12-30 23:24:09
280,540,3,1998-04-04 15:05:04
244,381,4,1997-11-27 04:14:37
150,293,4,1997-11-05 16:22:26
7,497,4,1998-03-31 13:48:54
178,317,4,1997-12-22 21:41:55
178,742,3,1997-12-22 20:50:33
95,1217,3,1997-11-26 19:30:58
234,1462,3,1998-04-11 22:31:05
97,222,5,1998-01-08 05:54:47
109,127,2,1997-11-26 16:57:51
117,268,5,1997-11-21 14:58:26
269,705,2,1998-04-01 16:40:50
130,1246,3,1997-10-07 19:28:17
264,655,4,1998-01-30 01:25:30
207,13,3,1997-09-29 04:20:39
42,588,5,1997-12-03 00:15:47
246,409,2,1998-01-16 04:02:52
87,367,4,1997-11-18 18:11:42
101,304,3,1997-10-18 00:47:57
256,127,4,1997-12-15 05:40:06
92,794,3,1997-09-30 21:26:38
181,762,2,1997-11-08 04:30:18
213,235,1,1997-11-08 02:11:55
92,739,2,1997-10-06 22:06:22
292,661,5,1997-12-02 23:32:41
246,665,4,1998-01-16 03:53:51
274,845,5,1997-11-07 23:32:59
188,692,5,1997-09-24 03:43:03
18,86,4,1997-11-21 16:28:51
5,439,1,1997-11-06 19:27:03
236,632,3,1998-03-17 06:30:54
193,407,4,1998-03-05 19:58:41
144,709,4,1998-02-22 00:05:40
90,1198,5,1998-03-31 22:37:46
48,609,4,1997-11-13 15:26:59
5,225,2,1997-09-30 16:08:43
22,128,5,1997-11-07 07:33:03
311,432,4,1998-01-09 17:04:45
8,22,5,1997-11-12 19:16:23
276,188,4,1997-09-20 21:55:47
222,173,5,1997-10-30 03:44:03
72,866,4,1997-11-20 14:24:47
299,134,4,1997-10-30 06:18:31
1,171,5,1998-03-13 01:15:11
308,295,3,1998-02-17 18:51:01
165,216,4,1997-11-14 16:42:58
222,49,3,1997-10-30 03:51:52
181,121,4,1997-11-08 04:17:03
200,11,5,1998-01-06 23:32:22
234,626,4,1998-04-11 23:12:38
244,707,4,1997-11-27 04:50:43
90,25,5,1998-03-31 22:53:09
208,216,5,1997-12-26 03:52:04
263,96,4,1998-03-30 22:52:16
134,323,4,1998-04-04 23:25:35
279,586,4,1998-04-18 01:57:43
2,292,4,1998-02-27 03:39:34
288,593,2,1998-02-07 22:55:27
49,302,4,1998-02-21 12:50:32
286,153,5,1997-10-22 14:43:26
205,304,3,1998-02-24 01:38:33
22,80,4,1997-11-07 07:20:27
234,318,4,1998-04-08 23:41:30
223,328,3,1998-04-02 20:29:19
15,25,3,1997-11-13 21:23:24
268,147,4,1997-10-10 20:06:42
94,1220,3,1998-04-04 20:44:38
274,405,4,1997-11-07 23:37:20
7,492,5,1998-03-31 13:46:50
268,217,2,1997-10-01 22:21:41
16,55,5,1997-10-24 18:32:36
164,620,3,1998-03-09 00:11:38
290,161,4,1997-11-25 16:11:33
92,515,4,1997-09-30 17:33:20
239,1070,5,1998-03-06 10:10:32
56,449,5,1998-04-15 22:28:28
248,234,4,1998-01-11 16:09:28
234,10,3,1998-03-30 03:17:31
280,1049,2,1998-04-04 15:08:06
308,187,5,1998-02-17 18:06:00
276,64,5,1997-09-20 20:30:41
192,948,3,1997-12-06 00:31:42
122,509,4,1997-11-11 17:48:31
85,588,3,1997-11-29 21:18:26
262,931,2,1997-11-17 18:21:14
201,272,3,1998-01-28 18:55:00
181,870,2,1997-11-08 04:17:03
